Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
639,195810,02:16:06.909,8166.909,195987,02:16:14.291,8174.291,177,00:00:07.382,7.382
640,195987,02:16:14.291,8174.291,196121,02:16:19.880,8179.880,134,00:00:05.589,5.589
641,196121,02:16:19.880,8179.880,197370,02:17:11.974,8231.974,1249,00:00:52.094,52.094
642,197370,02:17:11.974,8231.974,197486,02:17:16.812,8236.812,116,00:00:04.838,4.838
643,197486,02:17:16.812,8236.812,197571,02:17:20.357,8240.357,85,00:00:03.545,3.545
644,197571,02:17:20.357,8240.357,197794,02:17:29.658,8249.658,223,00:00:09.301,9.301
645,197794,02:17:29.658,8249.658,198018,02:17:39.001,8259.001,224,00:00:09.343,9.343
646,198018,02:17:39.001,8259.001,199120,02:18:24.963,8304.963,1102,00:00:45.963,45.963
647,199120,02:18:24.963,8304.963,199319,02:18:33.263,8313.263,199,00:00:08.300,8.300
648,199319,02:18:33.263,8313.263,200712,02:19:31.363,8371.363,1393,00:00:58.100,58.100
649,200712,02:19:31.363,8371.363,201085,02:19:46.920,8386.920,373,00:00:15.557,15.557
650,201085,02:19:46.920,8386.920,201173,02:19:50.591,8390.591,88,00:00:03.670,3.670
651,201173,02:19:50.591,8390.591,201841,02:20:18.452,8418.452,668,00:00:27.861,27.861
652,201841,02:20:18.452,8418.452,202170,02:20:32.174,8432.174,329,00:00:13.722,13.722
653,202170,02:20:32.174,8432.174,202432,02:20:43.101,8443.101,262,00:00:10.928,10.928
654,202432,02:20:43.101,8443.101,202550,02:20:48.023,8448.023,118,00:00:04.922,4.922
655,202550,02:20:48.023,8448.023,203393,02:21:23.183,8483.183,843,00:00:35.160,35.160
656,203393,02:21:23.183,8483.183,203577,02:21:30.857,8490.857,184,00:00:07.674,7.674
657,203577,02:21:30.857,8490.857,204480,02:22:08.520,8528.520,903,00:00:37.663,37.663
658,204480,02:22:08.520,8528.520,204561,02:22:11.898,8531.898,81,00:00:03.378,3.378
659,204561,02:22:11.898,8531.898,204677,02:22:16.737,8536.737,116,00:00:04.838,4.838
660,204677,02:22:16.737,8536.737,205001,02:22:30.250,8550.250,324,00:00:13.513,13.513
661,205001,02:22:30.250,8550.250,205210,02:22:38.967,8558.967,209,00:00:08.717,8.717
662,205210,02:22:38.967,8558.967,205552,02:22:53.231,8573.231,342,00:00:14.264,14.264
663,205552,02:22:53.231,8573.231,205763,02:23:02.032,8582.032,211,00:00:08.800,8.800
664,205763,02:23:02.032,8582.032,205967,02:23:10.540,8590.540,204,00:00:08.508,8.508
665,205967,02:23:10.540,8590.540,206275,02:23:23.386,8603.386,308,00:00:12.846,12.846
666,206275,02:23:23.386,8603.386,206712,02:23:41.613,8621.613,437,00:00:18.227,18.227
667,206712,02:23:41.613,8621.613,207570,02:24:17.399,8657.399,858,00:00:35.786,35.786
668,207570,02:24:17.399,8657.399,208264,02:24:46.344,8686.344,694,00:00:28.946,28.946
669,208264,02:24:46.344,8686.344,208758,02:25:06.948,8706.948,494,00:00:20.604,20.604
670,208758,02:25:06.948,8706.948,208939,02:25:14.497,8714.497,181,00:00:07.549,7.549
671,208939,02:25:14.497,8714.497,209153,02:25:23.423,8723.423,214,00:00:08.926,8.926
672,209153,02:25:23.423,8723.423,209331,02:25:30.847,8730.847,178,00:00:07.424,7.424
673,209331,02:25:30.847,8730.847,209925,02:25:55.622,8755.622,594,00:00:24.775,24.775
674,209925,02:25:55.622,8755.622,210169,02:26:05.799,8765.799,244,00:00:10.177,10.177
675,210169,02:26:05.799,8765.799,210323,02:26:12.222,8772.222,154,00:00:06.423,6.423
676,210323,02:26:12.222,8772.222,210456,02:26:17.769,8777.769,133,00:00:05.547,5.547
677,210456,02:26:17.769,8777.769,210912,02:26:36.788,8796.788,456,00:00:19.019,19.019
678,210912,02:26:36.788,8796.788,215827,02:30:01.784,9001.784,4915,00:03:24.996,204.996
679,215827,02:30:01.784,9001.784,216199,02:30:17.300,9017.300,372,00:00:15.515,15.515
680,216199,02:30:17.300,9017.300,216357,02:30:23.890,9023.890,158,00:00:06.590,6.590
681,216357,02:30:23.890,9023.890,216584,02:30:33.358,9033.358,227,00:00:09.468,9.468
682,216584,02:30:33.358,9033.358,216993,02:30:50.416,9050.416,409,00:00:17.059,17.059
683,216993,02:30:50.416,9050.416,217373,02:31:06.266,9066.266,380,00:00:15.849,15.849
684,217373,02:31:06.266,9066.266,217585,02:31:15.108,9075.108,212,00:00:08.842,8.842
685,217585,02:31:15.108,9075.108,217752,02:31:22.073,9082.073,167,00:00:06.965,6.965
686,217752,02:31:22.073,9082.073,217871,02:31:27.036,9087.036,119,00:00:04.963,4.963
687,217871,02:31:27.036,9087.036,217998,02:31:32.333,9092.333,127,00:00:05.297,5.297
688,217998,02:31:32.333,9092.333,218180,02:31:39.924,9099.924,182,00:00:07.591,7.591
689,218180,02:31:39.924,9099.924,218507,02:31:53.563,9113.563,327,00:00:13.639,13.639
690,218507,02:31:53.563,9113.563,218610,02:31:57.859,9117.859,103,00:00:04.296,4.296
691,218610,02:31:57.859,9117.859,218766,02:32:04.365,9124.365,156,00:00:06.506,6.506
692,218766,02:32:04.365,9124.365,219007,02:32:14.417,9134.417,241,00:00:10.052,10.052
693,219007,02:32:14.417,9134.417,219609,02:32:39.525,9159.525,602,00:00:25.108,25.108
694,219609,02:32:39.525,9159.525,219955,02:32:53.956,9173.956,346,00:00:14.431,14.431
695,219955,02:32:53.956,9173.956,220509,02:33:17.063,9197.063,554,00:00:23.106,23.106
696,220509,02:33:17.063,9197.063,221305,02:33:50.263,9230.263,796,00:00:33.200,33.200
697,221305,02:33:50.263,9230.263,221770,02:34:09.657,9249.657,465,00:00:19.394,19.394
698,221770,02:34:09.657,9249.657,221978,02:34:18.332,9258.332,208,00:00:08.675,8.675
699,221978,02:34:18.332,9258.332,222180,02:34:26.757,9266.757,202,00:00:08.425,8.425
700,222180,02:34:26.757,9266.757,222321,02:34:32.638,9272.638,141,00:00:05.881,5.881
701,222321,02:34:32.638,9272.638,225175,02:36:31.674,9391.674,2854,00:01:59.036,119.036
702,225175,02:36:31.674,9391.674,225902,02:37:01.996,9421.996,727,00:00:30.322,30.322
703,225902,02:37:01.996,9421.996,229240,02:39:21.218,9561.218,3338,00:02:19.222,139.222
704,229240,02:39:21.218,9561.218,229878,02:39:47.828,9587.828,638,00:00:26.610,26.610
705,229878,02:39:47.828,9587.828,230308,02:40:05.763,9605.763,430,00:00:17.935,17.935
706,230308,02:40:05.763,9605.763,237264,02:44:55.886,9895.886,6956,00:04:50.123,290.123
707,237264,02:44:55.886,9895.886,237500,02:45:05.729,9905.729,236,00:00:09.843,9.843
708,237500,02:45:05.729,9905.729,237793,02:45:17.950,9917.950,293,00:00:12.221,12.221
709,237793,02:45:17.950,9917.950,238106,02:45:31.004,9931.004,313,00:00:13.055,13.055
710,238106,02:45:31.004,9931.004,238291,02:45:38.720,9938.720,185,00:00:07.716,7.716
711,238291,02:45:38.720,9938.720,238652,02:45:53.777,9953.777,361,00:00:15.057,15.057
712,238652,02:45:53.777,9953.777,238835,02:46:01.410,9961.410,183,00:00:07.633,7.633
713,238835,02:46:01.410,9961.410,239939,02:46:47.456,10007.456,1104,00:00:46.046,46.046
714,239939,02:46:47.456,10007.456,240057,02:46:52.377,10012.377,118,00:00:04.922,4.922
715,240057,02:46:52.377,10012.377,240665,02:47:17.736,10037.736,608,00:00:25.359,25.359
716,240665,02:47:17.736,10037.736,240792,02:47:23.033,10043.033,127,00:00:05.297,5.297
717,240792,02:47:23.033,10043.033,240948,02:47:29.539,10049.539,156,00:00:06.506,6.506
718,240948,02:47:29.539,10049.539,241168,02:47:38.715,10058.715,220,00:00:09.176,9.176
719,241168,02:47:38.715,10058.715,241312,02:47:44.721,10064.721,144,00:00:06.006,6.006
720,241312,02:47:44.721,10064.721,241606,02:47:56.984,10076.984,294,00:00:12.262,12.262
721,241606,02:47:56.984,10076.984,241923,02:48:10.205,10090.205,317,00:00:13.222,13.222
722,241923,02:48:10.205,10090.205,243050,02:48:57.210,10137.210,1127,00:00:47.005,47.005
723,243050,02:48:57.210,10137.210,243169,02:49:02.174,10142.174,119,00:00:04.963,4.963
724,243169,02:49:02.174,10142.174,244371,02:49:52.307,10192.307,1202,00:00:50.133,50.133
725,244371,02:49:52.307,10192.307,244468,02:49:56.353,10196.353,97,00:00:04.046,4.046
726,244468,02:49:56.353,10196.353,247364,02:51:57.140,10317.140,2896,00:02:00.787,120.787
727,247364,02:51:57.140,10317.140,247745,02:52:13.031,10333.031,381,00:00:15.891,15.891
728,247745,02:52:13.031,10333.031,247935,02:52:20.956,10340.956,190,00:00:07.925,7.925
729,247935,02:52:20.956,10340.956,248493,02:52:44.229,10364.229,558,00:00:23.273,23.273
730,248493,02:52:44.229,10364.229,248709,02:52:53.238,10373.238,216,00:00:09.009,9.009
731,248709,02:52:53.238,10373.238,248975,02:53:04.332,10384.332,266,00:00:11.094,11.094
732,248975,02:53:04.332,10384.332,249246,02:53:15.635,10395.635,271,00:00:11.303,11.303
733,249246,02:53:15.635,10395.635,249429,02:53:23.268,10403.268,183,00:00:07.633,7.633
734,249429,02:53:23.268,10403.268,249614,02:53:30.984,10410.984,185,00:00:07.716,7.716
735,249614,02:53:30.984,10410.984,250279,02:53:58.720,10438.720,665,00:00:27.736,27.736
736,250279,02:53:58.720,10438.720,250804,02:54:20.617,10460.617,525,00:00:21.897,21.897
737,250804,02:54:20.617,10460.617,250967,02:54:27.415,10467.415,163,00:00:06.798,6.798
738,250967,02:54:27.415,10467.415,251357,02:54:43.682,10483.682,390,00:00:16.266,16.266
739,251357,02:54:43.682,10483.682,251583,02:54:53.108,10493.108,226,00:00:09.426,9.426
740,251583,02:54:53.108,10493.108,251945,02:55:08.206,10508.206,362,00:00:15.098,15.098
741,251945,02:55:08.206,10508.206,257359,02:58:54.015,10734.015,5414,00:03:45.809,225.809
